uloha_1 a),uloha_1 b)_prior,skupina,uloha_1 b)_pozorování
,3.01652183684312,1971,
,3.8417969424396,1971,
,1.27627332394453,1972,
,4.43115935990005,1972,
,4.70559341447399,1972,
,4.9078193275147,1972,
,2.10157971379607,1972,
,2.70415099343671,1972,
,3.68378308805447,1972,
,1.64190968369165,1972,
,3.08995051453887,1972,
,2.99027303977953,1972,
,5.28235877617116,1973,
,4.77333405154287,1973,
,3.72059656562868,1973,
,3.89025405420606,1973,
,2.82213464828488,1973,
,4.23869145517751,1973,
,1.67779722989621,1973,
,6.01019402892354,1973,
,5.42462200151539,1973,
,4.06989434038337,1973,
,4.37872574482441,1974,
,3.24906852176297,1974,
,2.48476805374251,1974,
,3.12345625945685,1974,
,2.450625597894,1974,
,3.78787603858312,1974,
,5.67696265523781,1974,
,2.97020251745245,1974,
,3.77267888635994,1974,
,3.07693031317459,1974,
,3.62269970112978,1975,
,2.87311221556543,1975,
,3.61080073623613,1975,
,4.005581272059,1975,
,3.74508067618737,1975,
,3.81685830338585,1975,
,4.82517808145757,1975,
,3.81398326725258,1975,
,4.17113388748297,1975,
,2.3677333902239,1975,
,2.93370570090964,1976,
,4.89852034612573,1976,
,2.88307223616351,1976,
,2.16091325388489,1976,
,3.96323693995763,1976,
,3.952645977947,1976,
,2.1750989273542,1976,
,1.75083823179641,1976,
,1.75378922373144,1976,
,4.50299295129581,1976,
,2.48570826530595,1977,
,2.87110481672499,1977,
,2.68928788722592,1977,
,3.19547537115496,1977,
,3.13912216045137,1977,
,5.45990548421987,1977,
,2.72712401090829,1977,
,4.55128286582302,1977,
,4.33998805133952,1977,
,2.13690678297036,1977,
,3.9866541570062,1978,
,4.23881600611142,1978,
,5.35492034129917,1978,
,4.58425039837379,1978,
,4.24027041598457,1978,
,2.44574319101553,1978,
,3.6405678220792,1978,
,4.96828255250652,1978,
,4.82183956377997,1978,
,2.95010115281326,1978,
,3.96223962744659,1979,
,3.34506862895315,1979,
,3.9339601062507,1979,
,2.41260324710185,1979,
,2.97408864190903,1979,
,4.76291287504655,1979,
,2.77669969479911,1979,
,3.33784995989067,1979,
,2.47522809080503,1979,
,3.35375402616184,1979,
,2.8811599744645,1980,
,1.83165646241624,1980,
,2.78962558468584,1980,
,2.99527244226495,1980,
,3.69290378653486,1980,
,3.98422219737038,1980,
,2.71494013695252,1980,
,3.90404420763491,1980,
,2.00589796936634,1980,
,3.31296837607535,1980,
,2.90316510012812,1981,
,2.15826339692099,1981,
,2.1680221983367,1981,
,2.95631014700187,1981,
,2.51709501533911,1981,
,3.88670771293303,1981,
,4.74256030140318,1981,
,3.29303853811375,1981,
,1.74720696127496,1981,
,2.74037770502713,1981,
,2.37848499635861,1982,
,4.82468436726883,1982,
,3.77040396619098,1982,
,3.4580604536168,1982,
,1.98905123776011,1982,
,1.97376542935036,1982,
,3.89919086717908,1982,
,3.14928172922225,1982,
,3.64976692260871,1982,
,3.8335311792688,1982,
,4.15406702331489,1983,
,2.68858067576371,1983,
,3.13064977261524,1983,
,2.71048007160359,1983,
,3.25229510716692,1983,
,5.50446908427139,1983,
,2.28226686474133,1983,
,2.52982605025497,1983,
,2.45436290248793,1983,
,3.14144876042908,1983,
,1.83192653021511,1984,
,2.02197294348749,1984,
,3.23661741612185,1984,
,3.80838960385779,1984,
,3.16580255488785,1984,
,3.25700540412107,1984,
,1.58433039891665,1984,
,5.18667154059358,1984,
,2.87811144757629,1984,
,3.48892772403066,1984,
,5.19338946848817,1985,
,2.13824974913777,1985,
,2.90955338029952,1985,
,3.89067257720382,1985,
,6.1635799159751,1985,
,3.91017590393755,1985,
,4.52845524768884,1985,
,2.91199416993905,1985,
,4.32373008006426,1985,
,2.76060345093321,1985,
,5.37636831182466,1986,
,3.88265458471534,1986,
,1.8689057687205,1986,
,2.96787175115075,1986,
,3.23494705077306,1986,
,4.65997546235684,1986,
,3.65858091059166,1986,
,1.54034727826909,1986,
,4.77410356193023,1986,
,4.69725193336832,1986,
,4.75746446950721,1987,
,4.33170658301489,1987,
,1.70112700333671,1987,
,4.24702152578361,1987,
,3.21148967379777,1987,
,1.46860614046649,1987,
,3.34134922245897,1987,
,1.76926654840508,1987,
,4.0306502318286,1987,
,3.43350558190172,1987,
,3.74366459458591,1988,
,2.78996914626909,1988,
,2.88136155292665,1988,
,4.77573392561705,1988,
,3.72171832533096,1988,
,3.31840312503947,1988,
,2.85224690669722,1988,
,3.65995987065967,1988,
,3.00083835518493,1988,
,3.81961710288707,1988,
,2.60509189664104,1989,
,6.11082802297686,1989,
,4.33056409565576,1989,
,3.18078767684071,1989,
,2.13530591260126,1989,
,2.56835533161387,1989,
,4.19395461646018,1989,
,3.69311799411432,1989,
,3.37953602307577,1989,
,4.06951819694102,1989,
,4.90584413391633,1990,
,3.38883483890409,1990,
,2.69778006000556,1990,
,4.18429087367441,1990,
,5.11053046255822,1990,
,3.41691540056203,1990,
,2.4381074366377,1990,
,5.99462312331119,1990,
,3.50711532858757,1990,
,2.91696774254742,1990,
,3.25994302648639,1991,
,2.99139174615006,1991,
,3.30974873927078,1991,
,1.64560748949511,1991,
,1.51820027892942,1991,
,4.18781839838678,1991,
,3.90127246406467,1991,
,4.04934512550553,1991,
,4.74837050518365,1991,
,2.32513275009059,1991,
,2.04157658473592,1992,
,4.77111074075906,1992,
,3.54216919726616,1992,
,2.70639046483753,1992,
,1.78196394583636,1992,
,4.00909538800601,1992,
,3.7012742898711,1992,
,3.30106424856136,1992,
,5.22838841322419,1992,
,3.65430962852275,1992,
,4.70432326332209,1993,
,5.00345115505824,1993,
,3.53700237493655,1993,
,3.16510827121156,1993,
,3.93537230522939,1993,
,4.79336847720347,1993,
,2.61287585266223,1993,
,4.32232673446163,1993,
,3.3265180675832,1993,
,1.79314432819974,1993,
,3.72143045918947,1994,
,1.65972114216621,1994,
,3.40673108739346,1994,
,2.98162077231831,1994,
,3.32914632867531,1994,
,5.40296048869173,1994,
,2.12313506330991,1994,
,3.00858634427818,1994,
,1.9319311970699,1994,
,3.30121696287083,1994,
,4.06446140447344,1995,
,3.12918372051204,1995,
,1.85794502613663,1995,
,4.84252585735003,1995,
,3.40963039951058,1995,
,4.59965230630254,1995,
,3.9565583362518,1995,
,3.24020095900147,1995,
,2.95968027165043,1995,
,3.47972729348139,1995,
,1.70777370070428,1996,
,4.23128551879873,1996,
,2.3486480818044,1996,
,4.17687679067787,1996,
,5.76999852709508,1996,
,3.27461992523803,1996,
,2.95687826158945,1996,
,3.34044112527927,1996,
,2.54939428706096,1996,
,4.31057213818591,1996,
,3.62304915540608,1997,
,4.11776661287154,1997,
,2.89646479701005,1997,
,3.488930776872,1997,
,3.90286241595258,1997,
,3.29476206754058,1997,
,4.5777992813218,1997,
,2.10395904841041,1997,
,5.38887368432281,1997,
,4.07921317943396,1997,
,5.35318772224303,1998,
,2.32059069161704,1998,
,3.76651325408784,1998,
,4.56447161636104,1998,
,3.52628239617116,1998,
,5.14282850386105,1998,
,3.24501471417769,1998,
,2.67249178065209,1998,
,2.0554501988396,1998,
,2.96747855616047,1998,
,3.74577593777989,1999,
,3.39146431603261,1999,
,4.88729595503545,1999,
,3.24933083575237,1999,
,2.42811178617306,1999,
,3.18879913327986,1999,
,3.24376677418655,1999,
,3.37544612491086,1999,
,2.38864672098233,1999,
,2.68359267924079,1999,
,1.82801657780558,2000,
,4.24980642327585,2000,
,2.54474155718534,2000,
,1.49108003745181,2000,
,4.01483469266784,2000,
,2.37533984943788,2000,
,2.68150119549637,2000,
,6.92684182093532,2000,
,2.15522735138821,2000,
,2.77409720342659,2000,
,3.77630436202165,2001,
,3.97810869956179,2001,
,1.77606799906197,2001,
,3.40076346757855,2001,
,4.60427879238845,2001,
,2.82851147570258,2001,
,3.89694150513221,2001,
,2.80368062786401,2001,
,2.96360239972561,2001,
,5.78580753435773,2001,
,3.37043183857997,2002,
,5.47466561797673,2002,
,3.12768019661989,2002,
,3.02617136366243,2002,
,4.32911084385006,2002,
,6.32818818381029,2002,
,3.46014141942818,2002,
,2.71902410957696,2002,
,2.65846462108804,2002,
,5.14018181770903,2002,
,5.24584035691625,2003,
,3.60892368601375,2003,
,5.71278058338892,2003,
,1.75225651707209,2003,
,3.1772721151201,2003,
,3.70805864144328,2003,
,3.34676778461233,2003,
,3.96025258590544,2003,
,3.81087866137207,2003,
,2.03228163477706,2003,
,4.14353553286979,2004,
,3.77237357894734,2004,
,3.70977889629474,2004,
,3.25421184857909,2004,
,3.54164648093454,2004,
,3.80411638506499,2004,
,4.89744301274315,2004,
,2.63614113963244,2004,
,3.10605290983685,2004,
,3.47194539831684,2004,
,2.96963853220315,2005,
,4.09723613985443,2005,
,2.94254311954833,2005,
,2.63539795651589,2005,
,2.55214420849332,2005,
,4.31030630640641,2005,
,3.3420704273235,2005,
,4.03569098713829,2005,
,4.4935466991197,2005,
,1.85708350074908,2005,
,3.59668111903889,2006,
,3.62523201194806,2006,
,4.53325167582457,2006,
,4.55038679807931,2006,
,4.38404599111281,2006,
,5.34893692236478,2006,
,4.64100105308598,2006,
,3.38443825555434,2006,
,4.57902405884741,2006,
,1.3281634858137,2006,
,3.04960907606493,2007,
,4.4051479103893,2007,
,3.38415193075402,2007,
,5.68579632092813,2007,
,3.93606937041064,2007,
,2.55806068105363,2007,
,3.95413101563452,2007,
,3.34940205538577,2007,
,3.12090170652237,2007,
,1.7751244214129,2007,
,4.39640138503516,2008,
,4.11543550621075,2008,
,4.24130140208059,2008,
,3.61038599017488,2008,
,2.32795178091367,2008,
,3.76279329798352,2008,
,4.31250930012944,2008,
,1.71465736269419,2008,
,4.44324522309053,2008,
,3.79249418495835,2008,
,4.37697606192892,2009,
,2.04307142522968,2009,
,2.63918507451323,2009,
,4.53011809882709,2009,
,2.71192879269293,2009,
,3.14637001369959,2009,
,4.19600574001318,2009,
,1.76345242559583,2009,
,1.71189413800966,2009,
,4.14256363791308,2009,
,2.63942676517217,2010,
,1.7032265660282,2010,
,3.74222767093803,2010,
,3.80725164187058,2010,
,3.28852560880919,2010,
,2.67967465171285,2010,
,3.90875024303657,2010,
,4.34206366867882,2010,
,3.19004849532866,2010,
,2.98210724257914,2010,
,2.40669058897765,2011,
,3.1531193445148,2011,
,3.80874446310241,2011,
,4.79207962626077,2011,
,1.42062685624787,2011,
,3.00769104880949,2011,
,4.71919331827766,2011,
,2.60149553274783,2011,
,3.46546425542648,2011,
,3.63401744844492,2011,
,4.95030764763579,2012,
,3.66932890263426,2012,
,3.87473810969652,2012,
,1.21688109641084,2012,
,3.71910387029812,2012,
,3.83240378464691,2012,
,2.58877965610274,2012,
,2.39135125256926,2012,
,2.56705836233005,2012,
,3.56209449719774,2012,
,3.47628302011216,2013,
,1.54909207395547,2013,
,3.38726734863708,2013,
,2.61054367534614,2013,
,4.2798696015391,2013,
,3.4980180575522,2013,
,3.28637243035872,2013,
,4.36361679414039,2013,
,1.64876378868009,2013,
,5.12953404222049,2013,
,3.00840474151999,2014,
,2.86029832220396,2014,
,2.75776285299067,2014,
,2.94845719965324,2014,
,2.3116152633124,2014,
,5.33048730045335,2014,
,4.87598375933996,2014,
,2.33690498261016,2014,
,2.40680259312431,2014,
,4.19543059164307,2014,
,4.22754967577988,2015,
,3.71979617295341,2015,
,3.68394219425673,2015,
,6.82267073691647,2015,
,5.15303630934151,2015,
,3.29370606676046,2015,
,4.75405677385814,2015,
,4.13632224443107,2015,
,2.64606935998146,2015,
,2.15494458581416,2015,
,4.45155021985736,2016,
,4.5301903589377,2016,
,1.45389535927844,2016,
,2.52709683899298,2016,
,3.63612396502998,2016,
,4.02450899711796,2016,
,3.21428565172633,2016,
,3.40137185803705,2016,
,3.22064785465781,2016,
,2.01214088760284,2016,
,3.84545238943025,2017,
,5.55913254950163,2017,
,3.10755126090757,2017,
,4.76380862478192,2017,
,4.5160622600796,2017,
,4.57638345480733,2017,
,2.63790141168,2017,
,3.50372423446524,2017,
,4.10462314903375,2017,
,1.80766258809739,2017,
,2.46674845480526,2018,
,2.66015415832867,2018,
,3.36549861067705,2018,
,1.67385271353281,2018,
,3.88204018856128,2018,
,4.85108580170966,2018,
,3.67893310675186,2018,
,5.18232413290703,2018,
,3.78483339772098,2018,
,3.33113456746695,2018,
,3.12626363064386,2019,
,4.73707057534032,2019,
,4.67742474341678,2019,
,3.52453777678314,2019,
,2.23097957211331,2019,
,3.579800696036,2019,
,4.10997903654503,2019,
,4.47955137179371,2019,
,2.68807532254136,2019,
,4.17233265079451,2019,
,2.59241773611536,2020,
,3.45189134303104,2020,
,3.1467153233041,2020,
,3.46045572975428,2020,
,1.74238673253503,2020,
,3.78874793950929,2020,
,2.91304790251097,2020,
,3.52638458129602,2020,
,1.86762165633634,2020,
,2.10704845755308,2020,
,5.14132006195441,2021,
,3.34169295131144,2021,
,2.7551230965007,2021,
,3.98086982833743,2021,
,3.87995605489146,2021,
,3.89362300456362,2021,
,3.5685177710681,2021,
,3.08678503986971,2021,
,3.04103094787773,2021,
,5.22703372101868,2021,
,4.98551308789324,2022,
,4.05550262480879,2022,
,2.81591762466973,2022,
,4.42034959654529,2022,
,2.32751370142628,2022,
,3.17816630874481,2022,
,1.31586977473579,2022,
,3.57582495915638,2022,
,4.20545183530957,2022,
,3.60874143283501,2022,
,4.51374377286821,2023,
,2.60138747519393,2023,
,3.79103064604228,2023,
,1.91750584521398,2023,
,3.71039219289225,2023,
,4.60619518050691,2023,
,4.96772281478777,2023,
,3.05732792706819,2023,
,5.14585240254941,2023,
,5.3866890145187,2023,
,3.0799403142477,2024,
,3.01985139397581,2024,
,3.27347716596727,2024,
,2.6139923645486,2024,
,3.71450562441307,2024,
,1.59072002516563,2024,
,2.61311255989545,2024,
,3.93855062518523,2024,
,3.73108777835504,2024,
,4.83109856337865,2024,
,5.15644922573398,2025,
,2.43349780541106,2025,
,3.30021868756222,2025,
,4.80427208806949,2025,
,5.43767739071393,2025,
,5.07236884315561,2025,
,3.82806752505725,2025,
,3.9098482663262,2025,
,3.64109748146628,2025,
,5.74024893050111,2025,
,5.12242847970743,2026,
,2.79229081020462,2026,
,5.15325748004537,2026,
,3.97702143207972,2026,
,3.39630602176608,2026,
,4.36420294996965,2026,
,3.71035046929033,2026,
,4.07314436741776,2026,
,2.4076960827675,2026,
,2.69326237756756,2026,
,3.47750991349312,2027,
,2.85929047792235,2027,
,4.15718702307127,2027,
,2.52856270142177,2027,
,4.09760247113508,2027,
,2.6927544087124,2027,
,5.92132173444402,2027,
,3.22308615144377,2027,
,2.84611108582882,2027,
,4.04249269724224,2027,
,2.24128711222152,2028,
,3.856620986954,2028,
,3.56279500560058,2028,
,4.04178324211629,2028,
,4.03976266905029,2028,
,3.81479983760699,2028,
,3.55228556077604,2028,
,1.68296658286256,2028,
,2.35263868109936,2028,
,1.68551858190954,2028,
,3.54840362284237,2029,
,1.88652026659694,2029,
,5.12735411963886,2029,
,3.23129044536453,2029,
,2.76394491151737,2029,
,2.10648653306716,2029,
,4.71748438436327,2029,
,2.95551857114569,2029,
,3.42170464818794,2029,
,5.56379679798178,2029,
,2.74870942303432,2030,
,1.83478488086131,2030,
,3.18056948570755,2030,
,3.50288992720136,2030,
,3.38620045034167,2030,
,2.1582866175251,2030,
,3.508916549487,2030,
,3.11631604045533,2030,
,2.48918493956245,2030,
,1.28055084846053,2030,
,3.65677455020503,2031,
,4.11430820174407,2031,
,4.23141536193867,2031,
,3.16171626404324,2031,
,3.49327557771625,2031,
,3.26132870935095,2031,
,3.45328637717613,2031,
,3.75068444384335,2031,
,4.16440347662962,2031,
,2.87854567945729,2031,
,3.47525488806244,2032,
,4.14919521322841,2032,
,4.27850953020469,2032,
,4.06449951253109,2032,
,3.59398805923726,2032,
,1.32441660781851,2032,
,3.9149635403608,2032,
,4.4966930244175,2032,
,3.58322683908724,2032,
,2.50225292793244,2032,
,3.23452044474906,2033,
,4.33157022146779,2033,
,3.12808231014927,2033,
,2.74425170218747,2033,
,3.87147350372926,2033,
,3.12871003423304,2033,
,2.06721265544376,2033,
,2.19154977285839,2033,
,2.77823089377784,2033,
,3.54445164330285,2033,
,4.51324185887804,2034,
,5.1305958180297,2034,
,4.32132376841043,2034,
,3.14335608287772,2034,
,2.92042338257375,2034,
,2.72262325796528,2034,
,1.63881893484922,2034,
,2.66215819237795,2034,
,3.87718079441645,2034,
,2.12682140447284,2034,
,3.30607007796663,2035,
,2.98201765590604,2035,
,2.52477926127304,2035,
,3.62462522168466,2035,
,4.58212647834653,2035,
,4.2576711555152,2035,
,2.73647229857139,2035,
,4.17068641478391,2035,
,2.4709563850969,2035,
,2.51814083408478,2035,
,4.11213944814087,2036,
,3.24953591195286,2036,
,5.27859088557355,2036,
,3.82258462969112,2036,
,3.69583572229856,2036,
,3.46961945311654,2036,
,3.47622326246314,2036,
,4.36610364667236,2036,
,3.04970748011565,2036,
,2.40410685402017,2036,
,5.05367422241087,2037,
,2.36421619693329,2037,
,6.35689949852049,2037,
,4.01909795153156,2037,
,4.66681993044325,2037,
,1.39539081357998,2037,
,1.95141778933893,2037,
,3.6732292121772,2037,
,2.83071501853654,2037,
,1.63329059393686,2037,
,1.41058303864161,2038,
,3.67988249791798,2038,
,2.19960166903509,2038,
,3.37027651463793,2038,
,2.21066861844233,2038,
,2.19405962981382,2038,
,4.20152075430512,2038,
,5.02506285637967,2038,
,4.72884367459878,2038,
,2.70503110727726,2038,
,4.46464737711317,2039,
,3.16575088563802,2039,
,2.40463944020079,2039,
,3.16607963764932,2039,
,1.22394430676285,2039,
,4.07623035406482,2039,
,2.89605310738696,2039,
,4.24318481424365,2039,
,2.61181275673172,2039,
,2.99443318714098,2039,
,3.3455692546116,2040,
,2.89171387289569,2040,
,4.68892902737429,2040,
,5.72063527857849,2040,
,3.4266153138789,2040,
,3.71672710628306,2040,
,3.04417637237054,2040,
,2.27534041806049,2040,
,3.22178735041443,2040,
,1.80550141542144,2040,
,3.61574565667525,2041,
,2.06905075777495,2041,
,3.29918684214234,2041,
,2.45791175027662,2041,
,1.92574895313754,2041,
,2.33082011245741,2041,
,3.48010793640416,2041,
,3.60913509208193,2041,
,2.49016365169283,2041,
,6.3682009731067,2041,
,3.2862983236424,2042,
,4.7077805214239,2042,
,1.95793079397757,2042,
,3.88317305198397,2042,
,3.26087479311659,2042,
,2.02126448532724,2042,
,2.26118009601595,2042,
,3.89311530523768,2042,
,4.84275704234778,2042,
,4.11122430981202,2042,
,3.9585012519157,2043,
,4.53917627405751,2043,
,2.9167157438509,2043,
,1.75291651497264,2043,
,4.53719661034006,2043,
,3.10205888318903,2043,
,3.68052344584762,2043,
,2.45325029265343,2043,
,3.39043302277611,2043,
,3.03666646303469,2043,
,4.80119239945151,2044,
,2.14545428276863,2044,
,3.41481837282013,2044,
,1.22467116291449,2044,
,3.43578851131126,2044,
,2.87403658103241,2044,
,3.35019305715448,2044,
,3.6221050229894,2044,
,3.94132227776584,2044,
,5.08514971798672,2044,
,3.96645151517779,2045,
,2.24225751822367,2045,
,3.60341790810307,2045,
,4.90699118722624,2045,
,2.20939844059083,2045,
,2.77300636562511,2045,
,2.47082334751032,2045,
,3.6898485941944,2045,
,3.35853193114508,2045,
,4.38157823371963,2045,
,3.53897622775531,2046,
,3.70886770643659,2046,
,3.9950716840532,2046,
,2.332937957142,2046,
,1.62133307965298,2046,
,5.07045635971367,2046,
,3.6133380478587,2046,
,2.66742322835095,2046,
,4.63349860390323,2046,
,5.13590276981289,2046,
,5.22175290727294,2047,
,3.28214740514285,2047,
,4.17736741970898,2047,
,5.23554119463574,2047,
,3.86039026700059,2047,
,2.72711741207086,2047,
,2.73112960468608,2047,
,5.08379563659493,2047,
,3.03669791378797,2047,
,3.48673992185776,2047,
,3.13085442352779,2048,
,3.16790504710526,2048,
,2.94476723613765,2048,
,4.4781509809707,2048,
,3.31704328021629,2048,
,2.90480574145625,2048,
,4.30965100212503,2048,
,4.70363187256899,2048,
,4.40099031273933,2048,
,5.53293431652957,2048,
,3.41790039833283,2049,
,4.3178638129592,2049,
,2.52127025775376,2049,
,4.93463084469741,2049,
,6.11669499061021,2049,
,3.29047462661858,2049,
,3.3536406706835,2049,
,3.64219274660892,2049,
,2.1055980032616,2049,
,3.78931518370486,2049,
,3.428575147169,2050,
,5.92662940467021,2050,
,3.48245244288183,2050,
,3.14203084860087,2050,
,2.90519699742225,2050,
,3.03031079541837,2050,
,3.34662994934601,2050,
,2.86280237353723,2050,
,4.90147751238999,2050,
,2.64299148513325,2050,
,3.41879743821103,2051,
,3.17083032797706,2051,
,2.92589653732026,2051,
,3.70967621604494,2051,
,3.54124701941373,2051,
,3.36481666266175,2051,
,4.15428637541572,2051,
,3.37692683590626,2051,
,4.82312849818456,2051,
,2.5657806983356,2051,
,3.04534612563765,2052,
,3.53834883021772,2052,
,4.59313431530859,2052,
,1.34536963705421,2052,
,2.8783367764944,2052,
,3.8282370921425,2052,
,5.43313992718473,2052,
,3.82030719747041,2052,
,3.75515649101245,2052,
,5.85222837553805,2052,
,4.13734382903468,2053,
,2.49672736903993,2053,
,3.21825234952108,2053,
,2.80054601013885,2053,
,3.4980674661668,2053,
,4.42125295580706,2053,
,3.34036951347901,2053,
,3.39775571769213,2053,
,5.94240661712813,2053,
,4.49980536976791,2053,
,3.21129895041861,2054,
,3.23073293832303,2054,
,1.64818296398157,2054,
,4.57770559698888,2054,
,5.55871088481557,2054,
,2.55455806403424,2054,
,1.94175981424309,2054,
,1.80232379312424,2054,
,3.67023304337775,2054,
,3.53464528789942,2054,
,4.81787160166214,2055,
,2.47736887637859,2055,
,3.629420426502,2055,
,2.45094833823471,2055,
,2.05062282682137,2055,
,3.78551466368121,2055,
,3.73640459047561,2055,
,3.7618945402764,2055,
,4.642959958025,2055,
,2.58507266937938,2055,
,4.45127200959367,2056,
,2.51318219693466,2056,
,4.43815856702977,2056,
,2.56182520566728,2056,
,2.70877384700726,2056,
,3.22742040553738,2056,
,3.65517844138223,2056,
,1.57178426223061,2056,
,2.40772135298053,2056,
,2.67358444920482,2056,
,2.35277239238101,2057,
,4.05862939246493,2057,
,3.98961487152673,2057,
,3.13366759624605,2057,
,2.58239897075933,2057,
,3.23992728776376,2057,
,3.885588495422,2057,
,3.08336305152374,2057,
,2.60988015101417,2057,
,5.05220107475276,2057,
,3.57395767920418,2058,
,1.51361354540311,2058,
,4.53046291222795,2058,
,4.07929764344701,2058,
,3.83740594732599,2058,
,1.4846618894181,2058,
,3.88544431434,2058,
,4.71951296109456,2058,
,3.60890129519208,2058,
,2.23862310834775,2058,
,2.1351533281551,2059,
,2.84068984233727,2059,
,2.23880219804137,2059,
,2.65398335340861,2059,
,6.77983535895874,2059,
,2.88316463267548,2059,
,4.17674369698517,2059,
,5.36177930164726,2059,
,2.04835655553923,2059,
,4.50413049481138,2059,
,4.78593873851112,2060,
,2.20394860127038,2060,
,3.5698024078373,2060,
,2.99720916414148,2060,
,2.78720131499805,2060,
,3.06502194898839,2060,
,4.17378550469792,2060,
,5.19948046391361,2060,
,2.83354920298616,2060,
,4.44377798994995,2060,
,5.33588851884014,2061,
,3.26053967639893,2061,
,3.25339865467475,2061,
,3.54499619231038,2061,
,3.55996573232469,2061,
,2.6922271837995,2061,
,5.02842263444459,2061,
,1.89832035640955,2061,
,4.19884919105906,2061,
,4.14827904853403,2061,
,1.61602959661798,2062,
,2.31379845556103,2062,
,4.33939763892565,2062,
,4.62588034230743,2062,
,4.00073817876368,2062,
,3.36065124340932,2062,
,3.889248420763,2062,
,3.48848308279652,2062,
,2.99477401984029,2062,
,3.02315302276151,2062,
,1.92146710369644,2063,
,3.80888700516076,2063,
,1.21166101186718,2063,
,2.70139422459499,2063,
,4.82135574726494,2063,
,5.82222094554245,2063,
,4.75301510331535,2063,
,4.14634206090376,2063,
,4.04458190273533,2063,
,4.23192202274249,2063,
,3.19307002754382,2064,
,2.1202029088286,2064,
,5.24382316231775,2064,
,3.30870879791705,2064,
,2.22714571873821,2064,
,4.47551576780787,2064,
,3.84317210179978,2064,
,1.79650406453056,2064,
,4.31661143513418,2064,
,3.63869267024096,2064,
,4.94969430029382,2065,
,4.14898778931738,2065,
,2.97440763527629,2065,
,3.945085424147,2065,
,3.98758217476928,2065,
,2.22007394254946,2065,
,3.25493930869884,2065,
,2.70585139606595,2065,
,4.42490512168508,2065,
,1.47078487282845,2065,
,1.47566934219527,2066,
,1.91266300046426,2066,
,4.7481826306683,2066,
,1.88448054806309,2066,
,2.93006254506161,2066,
,5.43179769884272,2066,
,4.52447556844101,2066,
,3.34874402475232,2066,
,4.08340061749308,2066,
,3.29874139428131,2066,
,2.05960700581491,2067,
,3.69589579583964,2067,
,1.23603121046148,2067,
,4.97356189081372,2067,
,3.99767025975009,2067,
,4.30295149756648,2067,
,4.03384237503968,2067,
,3.39190609729631,2067,
,3.12402981442412,2067,
,1.97367803864625,2067,
,2.94543073358824,2068,
,3.60904359405807,2068,
,3.36412136338016,2068,
,2.23045920166747,2068,
,3.7749403239144,2068,
,4.07991025817599,2068,
,2.71163449595778,2068,
,3.07066717869864,2068,
,2.08461939106236,2068,
,2.14360380176473,2068,
,5.007886604892,2069,
,1.31787149161284,2069,
,2.88304426258416,2069,
,2.64197547014776,2069,
,2.76067286089107,2069,
,3.68601370313943,2069,
,4.8913061688093,2069,
,4.53971112242002,2069,
,4.53978387283931,2069,
,4.41665035093672,2069,
,2.94007078389719,2070,
,3.14457321045679,2070,
,4.55479637475339,2070,
,3.03522760509673,2070,
,3.85790930340991,2070,
,3.03377703647597,2070,
,3.77669997035878,2070,
,3.79499934498705,2070,
,4.76276368633727,2070,
,4.98840392931515,2070,
,2.71781960272972,2071,
,1.73481408562942,2071,
,3.11643144651993,2071,
,3.50619873386209,2071,
,3.0147711155281,2071,
,4.3348296233023,2071,
,3.34723965775862,2071,
,3.8100138279942,2071,
,3.21904800294405,2071,
,3.46559272565058,2071,
,2.62657939140676,2072,
,3.00041030681364,2072,
,4.63554503466185,2072,
,4.25406173343841,2072,
,3.6594903731412,2072,
,1.84434414754615,2072,
,3.21777281657841,2072,
,3.05119801011441,2072,
,4.51641492006158,2072,
,2.05181923412782,2072,
,3.51858937784238,2073,
,3.55659275962985,2073,
,4.05628118807136,2073,
,5.38319099649274,2073,
,3.45581845984801,2073,
,3.67435315290449,2073,
,2.93089786822915,2073,
,2.2265259291043,2073,
,3.87300142185198,2073,
,5.59178083911717,2073,
,3.49748901745529,2074,
,2.71176406951886,2074,
,3.01363245673361,2074,
,4.83858580225752,2074,
,3.30393159369229,2074,
,2.04086423551686,2074,
,3.12928318582344,2074,
,4.19983667826743,2074,
,4.04906737856086,2074,
,1.94760786834892,2074,
,3.26517949776101,2075,
,3.78947663628487,2075,
,4.25234888401463,2075,
,3.46725309181755,2075,
,2.76067303883334,2075,
,5.4627330527101,2075,
,4.20412743143694,2075,
,4.5068391545473,2075,
,2.18346735359046,2075,
,3.81694287701372,2075,
,2.77183760937114,2076,
,3.06739665036075,2076,
,2.23886357855267,2076,
,3.62337965581147,2076,
,3.13360618333973,2076,
,4.0203977371214,2076,
,6.67010769213961,2076,
,2.32703738962494,2076,
,3.3797818752911,2076,
,3.21492745293897,2076,
,4.51237306805726,2077,
,3.69419367601544,2077,
,3.59839587593204,2077,
,3.06828315248629,2077,
,4.11500315458908,2077,
,3.18033763213262,2077,
,4.131025719714,2077,
,2.22249218994134,2077,
,3.17794873202267,2077,
,3.23234271299357,2077,
,2.63724056895333,2078,
,2.52492229961762,2078,
,2.38189784281598,2078,
,3.53012066981721,2078,
,2.92608952355742,2078,
,2.65476189634361,2078,
,5.838895134528,2078,
,3.80312436210908,2078,
,2.93680594540488,2078,
,6.0458590800145,2078,
,3.50253201082679,2079,
,3.45640047293751,2079,
,4.05200644072946,2079,
